#feat_name,source_int,mapped_int,source_id,mapped_id,source_length,mapped_length,source_start,source_stop,source_strand,source_sub_start,source_sub_stop,mapped_start,mapped_stop,mapped_strand,coverage,recip,asm_unit
Line:1,1,NULL,NW_022145205,NULL,1,NULL,58604,58604,+,NOMAP,NOALIGN,,,,,,
Line:894,1,1,NW_022145600,NW_003578608.1,1,1,866822,866822,+,866822,866822,293880,293880,+,1,First Pass,Primary Assembly
Line:895,1,1,NW_022145600,NW_003585055.1,1,1,886855,886855,+,886855,886855,303,303,+,1,First Pass,Primary Assembly
Line:896,1,1,NW_022145600,NW_003578608.1,1,1,896250,896250,+,896250,896250,315543,315543,+,1,First Pass,Primary Assembly
Line:897,1,1,NW_022145600,NW_003578608.1,1,1,897725,897725,+,897725,897725,317020,317020,+,1,First Pass,Primary Assembly
Line:898,1,1,NW_022145600,NW_003577180.1,1,1,1036302,1036302,+,1036302,1036302,745100,745100,-,1,First Pass,Primary Assembly
Line:899,1,1,NW_022145600,NW_003577180.1,1,1,1036372,1036372,+,1036372,1036372,745030,745030,-,1,First Pass,Primary Assembly
Line:900,1,1,NW_022145600,NW_003577180.1,1,1,1041102,1041102,+,1041102,1041102,740632,740632,-,1,First Pass,Primary Assembly
Line:901,1,1,NW_022145600,NW_003577180.1,1,1,1050976,1050976,+,1050976,1050976,731001,731001,-,1,First Pass,Primary Assembly
Line:902,1,1,NW_022145600,NW_003580417.1,1,1,1721722,1721722,+,1721722,1721722,8269,8269,+,1,First Pass,Primary Assembly
Line:902,1,2,NW_022145600,NW_003578395.1,1,1,1721722,1721722,+,1721722,1721722,103321,103321,-,1,Second Pass,Primary Assembly
Line:903,1,NULL,NW_022145600,NULL,1,NULL,1839687,1839687,+,NOMAP,ALIGNGAP,,,,,,
Line:904,1,1,NW_022145600,NW_003578493.1,1,1,1874369,1874369,+,1874369,1874369,91521,91521,+,1,First Pass,Primary Assembly
Line:904,1,2,NW_022145600,NW_003578395.1,1,1,1874369,1874369,+,1874369,1874369,31380,31380,+,1,Second Pass,Primary Assembly
Line:905,1,1,NW_022145600,NW_003578441.1,1,1,1886553,1886553,+,1886553,1886553,43275,43275,+,1,First Pass,Primary Assembly
Line:906,1,1,NW_022145600,NW_003578395.1,1,1,1916684,1916684,+,1916684,1916684,36644,36644,+,1,First Pass,Primary Assembly
Line:907,1,1,NW_022145600,NW_003578541.1,1,1,2317181,2317181,+,2317181,2317181,110480,110480,-,1,First Pass,Primary Assembly
Line:908,1,1,NW_022145600,NW_003578541.1,1,1,2348492,2348492,+,2348492,2348492,72867,72867,-,1,First Pass,Primary Assembly
Line:909,1,1,NW_022145600,NW_003578541.1,1,1,2348662,2348662,+,2348662,2348662,72697,72697,-,1,First Pass,Primary Assembly
Line:910,1,1,NW_022145600,NW_003580626.1,1,1,2864260,2864260,+,2864260,2864260,6530,6530,+,1,First Pass,Primary Assembly
Line:911,1,1,NW_022145600,NW_003577598.1,1,1,4566737,4566737,+,4566737,4566737,109986,109986,-,1,First Pass,Primary Assembly
Line:912,1,1,NW_022145600,NW_003577726.1,1,1,5376984,5376984,+,5376984,5376984,81653,81653,-,1,First Pass,Primary Assembly
Line:913,1,1,NW_022145600,NW_003577726.1,1,1,5400026,5400026,+,5400026,5400026,57301,57301,-,1,First Pass,Primary Assembly
Line:914,1,1,NW_022145600,NW_003578040.1,1,1,6092671,6092671,+,6092671,6092671,124613,124613,+,1,First Pass,Primary Assembly
Line:915,1,1,NW_022145600,NW_003578040.1,1,1,6094045,6094045,+,6094045,6094045,125998,125998,+,1,First Pass,Primary Assembly
Line:916,1,1,NW_022145600,NW_003578040.1,1,1,6105513,6105513,+,6105513,6105513,137632,137632,+,1,First Pass,Primary Assembly
Line:917,1,1,NW_022145600,NW_003578040.1,1,1,6160620,6160620,+,6160620,6160620,194133,194133,+,1,First Pass,Primary Assembly
Line:918,1,1,NW_022145600,NW_003579408.1,1,1,6399564,6399564,+,6399564,6399564,72676,72676,+,1,Second Pass,Primary Assembly
Line:918,1,2,NW_022145600,NW_003579408.1,1,1,6399564,6399564,+,6399564,6399564,94877,94877,+,1,First Pass,Primary Assembly
Line:919,1,1,NW_022145600,NW_003579408.1,1,1,6407217,6407217,+,6407217,6407217,102679,102679,+,1,First Pass,Primary Assembly
Line:920,1,1,NW_022145600,NW_003579408.1,1,1,6449538,6449538,+,6449538,6449538,32084,32084,-,1,First Pass,Primary Assembly
Line:921,1,1,NW_022145600,NW_003577146.1,1,1,6873230,6873230,+,6873230,6873230,75343,75343,+,1,First Pass,Primary Assembly
Line:922,1,1,NW_022145600,NW_003577146.1,1,1,6873238,6873238,+,6873238,6873238,75351,75351,+,1,First Pass,Primary Assembly
Line:923,1,1,NW_022145600,NW_003577146.1,1,1,7074524,7074524,+,7074524,7074524,291691,291691,+,1,First Pass,Primary Assembly
Line:924,1,1,NW_022145600,NW_003577146.1,1,1,7142291,7142291,+,7142291,7142291,369634,369634,+,1,Second Pass,Primary Assembly
Line:924,1,2,NW_022145600,NW_003577146.1,1,1,7142291,7142291,+,7142291,7142291,366568,366568,+,1,First Pass,Primary Assembly
Line:925,1,1,NW_022145600,NW_003577303.1,1,1,7380669,7380669,+,7380669,7380669,267935,267935,-,1,First Pass,Primary Assembly
Line:926,1,1,NW_022145600,NW_003577303.1,1,1,7394119,7394119,+,7394119,7394119,248171,248171,-,1,First Pass,Primary Assembly
Line:927,1,1,NW_022145600,NW_003577303.1,1,1,7394871,7394871,+,7394871,7394871,247419,247419,-,1,First Pass,Primary Assembly
Line:928,1,1,NW_022145600,NW_003577303.1,1,1,7395834,7395834,+,7395834,7395834,246424,246424,-,1,First Pass,Primary Assembly
Line:929,1,1,NW_022145600,NW_003577303.1,1,1,7443873,7443873,+,7443873,7443873,200444,200444,-,1,First Pass,Primary Assembly
Line:930,1,1,NW_022145600,NW_003577303.1,1,1,7494835,7494835,+,7494835,7494835,151654,151654,-,1,First Pass,Primary Assembly
Line:931,1,1,NW_022145600,NW_003577303.1,1,1,7496138,7496138,+,7496138,7496138,150349,150349,-,1,First Pass,Primary Assembly
Line:932,1,1,NW_022145600,NW_003577303.1,1,1,7530818,7530818,+,7530818,7530818,114754,114754,-,1,First Pass,Primary Assembly
Line:933,1,1,NW_022145600,NW_003578775.1,1,1,7927013,7927013,+,7927013,7927013,45972,45972,+,1,First Pass,Primary Assembly
Line:934,1,1,NW_022145600,NW_003579597.1,1,1,7940901,7940901,+,7940901,7940901,70997,70997,-,1,First Pass,Primary Assembly
Line:935,1,1,NW_022145600,NW_003577293.1,1,1,8088354,8088354,+,8088354,8088354,139267,139267,-,1,First Pass,Primary Assembly
Line:936,1,1,NW_022145600,NW_003577293.1,1,1,8089854,8089854,+,8089854,8089854,137767,137767,-,1,First Pass,Primary Assembly
Line:937,1,1,NW_022145600,NW_003577756.1,1,1,8197252,8197252,+,8197252,8197252,85499,85499,+,1,First Pass,Primary Assembly
Line:938,1,1,NW_022145600,NW_003578108.1,1,1,10366408,10366408,+,10366408,10366408,103085,103085,+,1,First Pass,Primary Assembly
Line:939,1,1,NW_022145600,NW_003578020.1,1,1,11201667,11201667,+,11201667,11201667,220608,220608,+,1,Second Pass,Primary Assembly
Line:940,1,1,NW_022145600,NW_003577067.1,1,1,11237252,11237252,+,11237252,11237252,516951,516951,+,1,First Pass,Primary Assembly
Line:941,1,1,NW_022145600,NW_003577067.1,1,1,11237303,11237303,+,11237303,11237303,517002,517002,+,1,First Pass,Primary Assembly
Line:942,1,1,NW_022145600,NW_003577067.1,1,1,11241745,11241745,+,11241745,11241745,521449,521449,+,1,First Pass,Primary Assembly
Line:943,1,1,NW_022145600,NW_003577067.1,1,1,11256345,11256345,+,11256345,11256345,536649,536649,+,1,First Pass,Primary Assembly
Line:944,1,1,NW_022145600,NW_003577067.1,1,1,11425914,11425914,+,11425914,11425914,719074,719074,+,1,First Pass,Primary Assembly
Line:945,1,1,NW_022145600,NW_003577067.1,1,1,11431726,11431726,+,11431726,11431726,724887,724887,+,1,First Pass,Primary Assembly
Line:946,1,1,NW_022145600,NW_003577067.1,1,1,11451167,11451167,+,11451167,11451167,743728,743728,+,1,First Pass,Primary Assembly
Line:947,1,1,NW_022145600,NW_003577067.1,1,1,11485277,11485277,+,11485277,11485277,777820,777820,+,1,First Pass,Primary Assembly
Line:948,1,1,NW_022145600,NW_003577067.1,1,1,11486696,11486696,+,11486696,11486696,779239,779239,+,1,First Pass,Primary Assembly
Line:949,1,1,NW_022145600,NW_003577067.1,1,1,11488191,11488191,+,11488191,11488191,780734,780734,+,1,First Pass,Primary Assembly
Line:950,1,1,NW_022145600,NW_003577067.1,1,1,11488199,11488199,+,11488199,11488199,780742,780742,+,1,First Pass,Primary Assembly
Line:951,1,NULL,NW_022145600,NULL,1,NULL,13525145,13525145,+,NOMAP,ALIGNGAP,,,,,,
Line:952,1,1,NW_022145600,NW_003577011.1,1,1,14690944,14690944,+,14690944,14690944,242521,242521,-,1,First Pass,Primary Assembly
Line:953,1,1,NW_022145600,NW_003577020.1,1,1,14914290,14914290,+,14914290,14914290,364815,364815,-,1,First Pass,Primary Assembly
Line:954,1,1,NW_022145600,NW_003577020.1,1,1,15213267,15213267,+,15213267,15213267,73434,73434,+,1,First Pass,Primary Assembly
Line:955,1,1,NW_022145600,NW_003577020.1,1,1,15217005,15217005,+,15217005,15217005,77177,77177,+,1,First Pass,Primary Assembly
Line:956,1,1,NW_022145600,NW_003579444.1,1,1,15672047,15672047,+,15672047,15672047,33180,33180,+,1,First Pass,Primary Assembly
Line:957,1,1,NW_022145600,NW_003579444.1,1,1,15694649,15694649,+,15694649,15694649,55756,55756,+,1,First Pass,Primary Assembly
Line:958,1,1,NW_022145600,NW_003579444.1,1,1,15698774,15698774,+,15698774,15698774,59872,59872,+,1,First Pass,Primary Assembly
Line:959,1,1,NW_022145600,NW_003579444.1,1,1,15700110,15700110,+,15700110,15700110,61211,61211,+,1,First Pass,Primary Assembly
Line:960,1,1,NW_022145600,NW_003579444.1,1,1,15759380,15759380,+,15759380,15759380,103155,103155,+,1,First Pass,Primary Assembly
Line:961,1,1,NW_022145600,NW_003579444.1,1,1,15865386,15865386,+,15865386,15865386,209162,209162,+,1,First Pass,Primary Assembly
Line:962,1,1,NW_022145600,NW_003579444.1,1,1,15865507,15865507,+,15865507,15865507,209283,209283,+,1,First Pass,Primary Assembly
Line:963,1,1,NW_022145600,NW_003579444.1,1,1,15865541,15865541,+,15865541,15865541,209317,209317,+,1,First Pass,Primary Assembly
Line:964,1,1,NW_022145600,NW_003579444.1,1,1,15922159,15922159,+,15922159,15922159,260999,260999,+,1,First Pass,Primary Assembly
Line:965,1,1,NW_022145600,NW_003579025.1,1,1,17162478,17162478,+,17162478,17162478,72632,72632,-,1,First Pass,Primary Assembly
Line:966,1,1,NW_022145600,NW_003579025.1,1,1,17206527,17206527,+,17206527,17206527,29478,29478,-,1,First Pass,Primary Assembly
Line:967,1,1,NW_022145600,NW_003579025.1,1,1,17206531,17206531,+,17206531,17206531,29474,29474,-,1,First Pass,Primary Assembly
Line:968,1,1,NW_022145600,NW_003579025.1,1,1,17217982,17217982,+,17217982,17217982,18072,18072,-,1,First Pass,Primary Assembly
Line:969,1,1,NW_022145600,NW_003577132.1,1,1,17261161,17261161,+,17261161,17261161,388110,388110,-,1,First Pass,Primary Assembly
Line:970,1,1,NW_022145600,NW_003577132.1,1,1,17261512,17261512,+,17261512,17261512,387759,387759,-,1,First Pass,Primary Assembly
Line:971,1,1,NW_022145600,NW_003577132.1,1,1,17261714,17261714,+,17261714,17261714,387557,387557,-,1,First Pass,Primary Assembly
Line:972,1,1,NW_022145600,NW_003578383.1,1,1,17910399,17910399,+,17910399,17910399,142490,142490,+,1,First Pass,Primary Assembly
Line:973,1,1,NW_022145600,NW_003579261.1,1,1,18440812,18440812,+,18440812,18440812,9732,9732,-,1,First Pass,Primary Assembly
Line:973,1,2,NW_022145600,NW_003578684.1,1,1,18440812,18440812,+,18440812,18440812,47402,47402,+,1,Second Pass,Primary Assembly
Line:974,1,1,NW_022145600,NW_003578684.1,1,1,18446800,18446800,+,18446800,18446800,53350,53350,+,1,First Pass,Primary Assembly
Line:975,1,1,NW_022145600,NW_003577365.1,1,1,18555206,18555206,+,18555206,18555206,475096,475096,+,1,First Pass,Primary Assembly
Line:976,1,1,NW_022145600,NW_003577716.1,1,1,18600905,18600905,+,18600905,18600905,69051,69051,+,1,First Pass,Primary Assembly
Line:976,1,2,NW_022145600,NW_003577365.1,1,1,18600905,18600905,+,18600905,18600905,522248,522248,+,1,Second Pass,Primary Assembly
Line:977,1,1,NW_022145600,NW_003577716.1,1,1,18607396,18607396,+,18607396,18607396,74857,74857,+,1,First Pass,Primary Assembly
Line:978,1,1,NW_022145600,NW_003577716.1,1,1,18642769,18642769,+,18642769,18642769,109033,109033,+,1,First Pass,Primary Assembly
Line:979,1,1,NW_022145600,NW_003577716.1,1,1,18669016,18669016,+,18669016,18669016,135490,135490,+,1,First Pass,Primary Assembly
Line:980,1,1,NW_022145600,NW_003578626.1,1,1,19999217,19999217,+,19999217,19999217,175276,175276,-,1,First Pass,Primary Assembly
Line:981,1,1,NW_022145600,NW_003577538.1,1,1,20121259,20121259,+,20121259,20121259,63972,63972,+,1,First Pass,Primary Assembly
Line:982,1,1,NW_022145600,NW_003577538.1,1,1,20238554,20238554,+,20238554,20238554,182593,182593,+,1,First Pass,Primary Assembly
Line:983,1,1,NW_022145600,NW_003577538.1,1,1,20332523,20332523,+,20332523,20332523,270868,270868,+,1,First Pass,Primary Assembly
Line:984,1,1,NW_022145600,NW_003577538.1,1,1,20332571,20332571,+,20332571,20332571,270916,270916,+,1,First Pass,Primary Assembly
Line:985,1,1,NW_022145600,NW_003578029.1,1,1,20493098,20493098,+,20493098,20493098,35002,35002,+,1,First Pass,Primary Assembly
Line:986,1,1,NW_022145600,NW_003578029.1,1,1,20500789,20500789,+,20500789,20500789,43175,43175,+,1,First Pass,Primary Assembly
Line:987,1,1,NW_022145600,NW_003578029.1,1,1,20501119,20501119,+,20501119,20501119,43505,43505,+,1,First Pass,Primary Assembly
Line:988,1,1,NW_022145600,NW_003578029.1,1,1,20515835,20515835,+,20515835,20515835,58738,58738,+,1,First Pass,Primary Assembly
Line:989,1,1,NW_022145600,NW_003578570.1,1,1,20558376,20558376,+,20558376,20558376,101694,101694,-,1,First Pass,Primary Assembly
Line:990,1,NULL,NW_022145600,NULL,1,NULL,23561349,23561349,+,NOMAP,ALIGNGAP,,,,,,
Line:991,1,1,NW_022145600,NW_003577602.1,1,1,24224064,24224064,+,24224064,24224064,242408,242408,+,1,First Pass,Primary Assembly
Line:992,1,1,NW_022145600,NW_003577481.1,1,1,24545756,24545756,+,24545756,24545756,528679,528679,-,1,First Pass,Primary Assembly
Line:993,1,1,NW_022145600,NW_003577481.1,1,1,24545759,24545759,+,24545759,24545759,528676,528676,-,1,First Pass,Primary Assembly
Line:994,1,1,NW_022145600,NW_003577481.1,1,1,24691061,24691061,+,24691061,24691061,382755,382755,-,1,First Pass,Primary Assembly
Line:995,1,1,NW_022145600,NW_003577481.1,1,1,24712416,24712416,+,24712416,24712416,358867,358867,-,1,First Pass,Primary Assembly
Line:996,1,1,NW_022145600,NW_003577809.1,1,1,24775453,24775453,+,24775453,24775453,320793,320793,+,1,First Pass,Primary Assembly
Line:997,1,1,NW_022145600,NW_003577306.1,1,1,25144965,25144965,+,25144965,25144965,95006,95006,+,1,First Pass,Primary Assembly
Line:998,1,1,NW_022145600,NW_003577306.1,1,1,25145008,25145008,+,25145008,25145008,95049,95049,+,1,First Pass,Primary Assembly
Line:999,1,1,NW_022145600,NW_003577306.1,1,1,25145448,25145448,+,25145448,25145448,95489,95489,+,1,First Pass,Primary Assembly
Line:1000,1,1,NW_022145600,NW_003577306.1,1,1,25154732,25154732,+,25154732,25154732,104765,104765,+,1,First Pass,Primary Assembly
Line:1001,1,1,NW_022145600,NW_003577306.1,1,1,25184864,25184864,+,25184864,25184864,131996,131996,+,1,First Pass,Primary Assembly
Line:1002,1,1,NW_022145600,NW_003577306.1,1,1,25193181,25193181,+,25193181,25193181,140349,140349,+,1,First Pass,Primary Assembly
Line:1003,1,1,NW_022145600,NW_003577306.1,1,1,25193182,25193182,+,25193182,25193182,140350,140350,+,1,First Pass,Primary Assembly
Line:1004,1,1,NW_022145600,NW_003577272.1,1,1,25350058,25350058,+,25350058,25350058,424971,424971,+,1,First Pass,Primary Assembly
Line:1005,1,1,NW_022145600,NW_003577272.1,1,1,25357944,25357944,+,25357944,25357944,432846,432846,+,1,First Pass,Primary Assembly
Line:1006,1,1,NW_022145600,NW_003577272.1,1,1,25358143,25358143,+,25358143,25358143,433045,433045,+,1,First Pass,Primary Assembly
Line:1007,1,1,NW_022145600,NW_003577272.1,1,1,25358154,25358154,+,25358154,25358154,433056,433056,+,1,First Pass,Primary Assembly
Line:1008,1,1,NW_022145600,NW_003577272.1,1,1,25361373,25361373,+,25361373,25361373,436275,436275,+,1,First Pass,Primary Assembly
Line:1009,1,1,NW_022145600,NW_003577272.1,1,1,25409159,25409159,+,25409159,25409159,481307,481307,+,1,First Pass,Primary Assembly
Line:1010,1,1,NW_022145600,NW_003577272.1,1,1,25496422,25496422,+,25496422,25496422,576773,576773,+,1,First Pass,Primary Assembly
Line:1011,1,1,NW_022145600,NW_003577272.1,1,1,25496803,25496803,+,25496803,25496803,577156,577156,+,1,First Pass,Primary Assembly
Line:1012,1,1,NW_022145600,NW_003577272.1,1,1,25510911,25510911,+,25510911,25510911,589418,589418,+,1,First Pass,Primary Assembly
Line:1013,1,1,NW_022145600,NW_003577272.1,1,1,25519553,25519553,+,25519553,25519553,603653,603653,+,1,First Pass,Primary Assembly
Line:1014,1,1,NW_022145600,NW_003577213.1,1,1,30604974,30604974,+,30604974,30604974,259789,259789,-,1,First Pass,Primary Assembly
Line:1015,1,1,NW_022145600,NW_003577213.1,1,1,30604975,30604975,+,30604975,30604975,259788,259788,-,1,First Pass,Primary Assembly
Line:1016,1,1,NW_022145600,NW_003577872.1,1,1,30933459,30933459,+,30933459,30933459,199530,199530,-,1,First Pass,Primary Assembly
Line:1017,1,1,NW_022145600,NW_003577997.1,1,1,31584811,31584811,+,31584811,31584811,231699,231699,+,1,First Pass,Primary Assembly
Line:1018,1,1,NW_022145600,NW_003577997.1,1,1,31585257,31585257,+,31585257,31585257,232145,232145,+,1,First Pass,Primary Assembly
Line:1019,1,1,NW_022145600,NW_003576964.1,1,1,32949971,32949971,+,32949971,32949971,637611,637611,+,1,First Pass,Primary Assembly
Line:1020,1,1,NW_022145600,NW_003576964.1,1,1,33079470,33079470,+,33079470,33079470,778716,778716,+,1,First Pass,Primary Assembly
Line:1021,1,1,NW_022145600,NW_003579245.1,1,1,33210987,33210987,+,33210987,33210987,1149,1149,-,1,First Pass,Primary Assembly
Line:1022,1,1,NW_022145600,NW_003578357.1,1,1,33226502,33226502,+,33226502,33226502,472325,472325,-,1,First Pass,Primary Assembly
Line:1023,1,1,NW_022145600,NW_003578357.1,1,1,33247913,33247913,+,33247913,33247913,461665,461665,-,1,First Pass,Primary Assembly
Line:1024,1,1,NW_022145600,NW_003578357.1,1,1,33304604,33304604,+,33304604,33304604,406192,406192,-,1,First Pass,Primary Assembly
Line:1025,1,1,NW_022145600,NW_003578357.1,1,1,33306814,33306814,+,33306814,33306814,403975,403975,-,1,First Pass,Primary Assembly
Line:1026,1,1,NW_022145600,NW_003578357.1,1,1,33324641,33324641,+,33324641,33324641,385334,385334,-,1,First Pass,Primary Assembly
Line:1027,1,1,NW_022145600,NW_003578357.1,1,1,33341782,33341782,+,33341782,33341782,368122,368122,-,1,First Pass,Primary Assembly
Line:1028,1,1,NW_022145600,NW_003578357.1,1,1,33342111,33342111,+,33342111,33342111,367793,367793,-,1,First Pass,Primary Assembly
Line:1029,1,1,NW_022145600,NW_003578357.1,1,1,33361525,33361525,+,33361525,33361525,347789,347789,-,1,First Pass,Primary Assembly
Line:1030,1,1,NW_022145600,NW_003578357.1,1,1,33613849,33613849,+,33613849,33613849,261031,261031,-,1,First Pass,Primary Assembly
Line:1031,1,1,NW_022145600,NW_003578357.1,1,1,33631225,33631225,+,33631225,33631225,243627,243627,-,1,First Pass,Primary Assembly
Line:1032,1,1,NW_022145600,NW_003578357.1,1,1,33669985,33669985,+,33669985,33669985,205500,205500,-,1,First Pass,Primary Assembly
Line:1033,1,1,NW_022145600,NW_003578357.1,1,1,33748235,33748235,+,33748235,33748235,126741,126741,-,1,First Pass,Primary Assembly
Line:1034,1,1,NW_022145600,NW_003578357.1,1,1,33773693,33773693,+,33773693,33773693,101280,101280,-,1,First Pass,Primary Assembly
Line:1035,1,1,NW_022145600,NW_003578357.1,1,1,33782688,33782688,+,33782688,33782688,91816,91816,-,1,First Pass,Primary Assembly
Line:1036,1,1,NW_022145600,NW_003578357.1,1,1,33782926,33782926,+,33782926,33782926,91577,91577,-,1,First Pass,Primary Assembly
Line:1037,1,1,NW_022145600,NW_003578357.1,1,1,33804931,33804931,+,33804931,33804931,70369,70369,-,1,First Pass,Primary Assembly
Line:1038,1,1,NW_022145600,NW_003577150.1,1,1,34440904,34440904,+,34440904,34440904,459277,459277,-,1,First Pass,Primary Assembly
Line:1039,1,NULL,NW_022145600,NULL,1,NULL,34643370,34643370,+,NOMAP,ALIGNGAP,,,,,,
Line:1040,1,1,NW_022145600,NW_003578442.1,1,1,35034063,35034063,+,35034063,35034063,136082,136082,+,1,First Pass,Primary Assembly
Line:1041,1,1,NW_022145600,NW_003578442.1,1,1,35080962,35080962,+,35080962,35080962,187035,187035,+,1,First Pass,Primary Assembly
Line:1042,1,1,NW_022145600,NW_003578442.1,1,1,35083033,35083033,+,35083033,35083033,189107,189107,+,1,First Pass,Primary Assembly
Line:1043,1,1,NW_022145600,NW_003577040.1,1,1,35149557,35149557,+,35149557,35149557,426535,426535,+,1,First Pass,Primary Assembly
Line:1044,1,1,NW_022145600,NW_003577040.1,1,1,35170997,35170997,+,35170997,35170997,446852,446852,+,1,First Pass,Primary Assembly
Line:1045,1,1,NW_022145600,NW_003577040.1,1,1,35184767,35184767,+,35184767,35184767,462975,462975,+,1,First Pass,Primary Assembly
Line:1046,1,1,NW_022145600,NW_003577040.1,1,1,35515227,35515227,+,35515227,35515227,798298,798298,+,1,First Pass,Primary Assembly
Line:1047,1,1,NW_022145600,NW_003577076.1,1,1,36054576,36054576,+,36054576,36054576,300400,300400,+,1,First Pass,Primary Assembly
Line:1048,1,1,NW_022145600,NW_003577076.1,1,1,36060858,36060858,+,36060858,36060858,306398,306398,+,1,First Pass,Primary Assembly
Line:1049,1,1,NW_022145600,NW_003577076.1,1,1,36342869,36342869,+,36342869,36342869,533309,533309,+,1,First Pass,Primary Assembly
Line:1050,1,1,NW_022145600,NW_003577076.1,1,1,36343277,36343277,+,36343277,36343277,533717,533717,+,1,First Pass,Primary Assembly
Line:1051,1,1,NW_022145600,NW_003577076.1,1,1,36343358,36343358,+,36343358,36343358,533798,533798,+,1,First Pass,Primary Assembly
Line:1052,1,1,NW_022145600,NW_003577046.1,1,1,36603111,36603111,+,36603111,36603111,83737,83737,+,1,First Pass,Primary Assembly
Line:1053,1,1,NW_022145600,NW_003577593.1,1,1,37145965,37145965,+,37145965,37145965,129687,129687,-,1,First Pass,Primary Assembly
Line:1054,1,1,NW_022145600,NW_003577593.1,1,1,37146263,37146263,+,37146263,37146263,129389,129389,-,1,First Pass,Primary Assembly
Line:1055,1,1,NW_022145600,NW_003577593.1,1,1,37235019,37235019,+,37235019,37235019,32691,32691,-,1,First Pass,Primary Assembly
Line:1056,1,1,NW_022145600,NW_003577593.1,1,1,37238271,37238271,+,37238271,37238271,29441,29441,-,1,First Pass,Primary Assembly
Line:1057,1,1,NW_022145601,NW_003578078.1,1,1,2422,2422,+,2422,2422,17881,17881,+,1,First Pass,Primary Assembly
Line:1058,1,1,NW_022145601,NW_003578078.1,1,1,2698,2698,+,2698,2698,18157,18157,+,1,First Pass,Primary Assembly
Line:1059,1,1,NW_022145601,NW_003578078.1,1,1,4191,4191,+,4191,4191,19156,19156,+,1,First Pass,Primary Assembly
Line:1060,1,1,NW_022145601,NW_003577479.1,1,1,58664,58664,+,58664,58664,767856,767856,+,1,Second Pass,Primary Assembly
Line:1061,1,1,NW_022145601,NW_003577479.1,1,1,59584,59584,+,59584,59584,768701,768701,+,1,Second Pass,Primary Assembly
Line:1062,1,NULL,NW_022145601,NULL,1,NULL,73620,73620,+,NOMAP,ALIGNGAP,,,,,,
Line:1063,1,NULL,NW_022145601,NULL,1,NULL,134317,134317,+,NOMAP,NOALIGN,,,,,,
Line:1064,1,1,NW_022145601,NW_003577157.1,1,1,3230210,3230210,+,3230210,3230210,404439,404439,-,1,First Pass,Primary Assembly
Line:1065,1,NULL,NW_022145601,NULL,1,NULL,3941092,3941092,+,NOMAP,ALIGNGAP,,,,,,
Line:1066,1,1,NW_022145601,NW_003577271.1,1,1,4063805,4063805,+,4063805,4063805,174683,174683,-,1,First Pass,Primary Assembly
Line:1067,1,1,NW_022145601,NW_003577335.1,1,1,4398270,4398270,+,4398270,4398270,225250,225250,+,1,First Pass,Primary Assembly
Line:1068,1,1,NW_022145601,NW_003582113.1,1,1,4417527,4417527,+,4417527,4417527,33181,33181,-,1,First Pass,Primary Assembly
Line:1069,1,1,NW_022145601,NW_003582113.1,1,1,4420601,4420601,+,4420601,4420601,30106,30106,-,1,First Pass,Primary Assembly
Line:1070,1,1,NW_022145601,NW_003582113.1,1,1,4423354,4423354,+,4423354,4423354,27352,27352,-,1,First Pass,Primary Assembly
Line:1071,1,1,NW_022145601,NW_003577517.1,1,1,5374953,5374953,+,5374953,5374953,75200,75200,+,1,Second Pass,Primary Assembly
Line:1071,1,2,NW_022145601,NW_003577037.1,1,1,5374953,5374953,+,5374953,5374953,445734,445734,-,1,First Pass,Primary Assembly
Line:1072,1,1,NW_022145601,NW_003579315.1,1,1,5628530,5628530,+,5628530,5628530,110075,110075,-,1,First Pass,Primary Assembly
Line:1073,1,1,NW_022145601,NW_003578672.1,1,1,5773281,5773281,+,5773281,5773281,67249,67249,-,1,Second Pass,Primary Assembly
Line:1073,1,2,NW_022145601,NW_003577327.1,1,1,5773281,5773281,+,5773281,5773281,156282,156282,+,1,First Pass,Primary Assembly
Line:1074,1,1,NW_022145601,NW_003578128.1,1,1,5961042,5961042,+,5961042,5961042,159899,159899,+,1,First Pass,Primary Assembly
Line:1074,1,2,NW_022145601,NW_003577555.1,1,1,5961042,5961042,+,5961042,5961042,284135,284135,+,1,Second Pass,Primary Assembly
Line:1075,1,1,NW_022145601,NW_003579639.1,1,1,6230509,6230509,+,6230509,6230509,162193,162193,+,1,Second Pass,Primary Assembly
Line:1075,1,2,NW_022145601,NW_003577904.1,1,1,6230509,6230509,+,6230509,6230509,7575,7575,+,1,First Pass,Primary Assembly
Line:1076,1,1,NW_022145601,NW_003577904.1,1,1,6268516,6268516,+,6268516,6268516,55400,55400,+,1,First Pass,Primary Assembly
Line:1077,1,1,NW_022145601,NW_003577053.1,1,1,7451833,7451833,+,7451833,7451833,197483,197483,+,1,First Pass,Primary Assembly
Line:1078,1,1,NW_022145601,NW_003577053.1,1,1,7740157,7740157,+,7740157,7740157,480515,480515,+,1,First Pass,Primary Assembly
Line:1079,1,1,NW_022145601,NW_003577488.1,1,1,10100028,10100028,+,10100028,10100028,322300,322300,+,1,First Pass,Primary Assembly
Line:1080,1,1,NW_022145601,NW_003577488.1,1,1,10159935,10159935,+,10159935,10159935,392821,392821,+,1,First Pass,Primary Assembly
Line:1081,1,1,NW_022145601,NW_003578446.1,1,1,10990584,10990584,+,10990584,10990584,38559,38559,+,1,First Pass,Primary Assembly
