#feat_name,source_int,mapped_int,source_id,mapped_id,source_length,mapped_length,source_start,source_stop,source_strand,source_sub_start,source_sub_stop,mapped_start,mapped_stop,mapped_strand,coverage,recip,asm_unit
Line:188,1,2,NW_022145599,NW_003577033.1,1,1,11663109,11663109,+,11663109,11663109,55702,55702,+,1,Second Pass,Primary Assembly
Line:189,1,1,NW_022145599,NW_003577367.1,1,1,11696981,11696981,+,11696981,11696981,492012,492012,+,1,First Pass,Primary Assembly
Line:190,1,1,NW_022145599,NW_003577367.1,1,1,11775509,11775509,+,11775509,11775509,574060,574060,+,1,First Pass,Primary Assembly
Line:191,1,1,NW_022145599,NW_003577367.1,1,1,11868073,11868073,+,11868073,11868073,646215,646215,+,1,First Pass,Primary Assembly
Line:192,1,1,NW_022145599,NW_003580720.1,1,1,12496188,12496188,+,12496188,12496188,40109,40109,-,1,First Pass,Primary Assembly
Line:193,1,1,NW_022145599,NW_003580720.1,1,1,12497003,12497003,+,12497003,12497003,39292,39292,-,1,First Pass,Primary Assembly
Line:194,1,1,NW_022145599,NW_003577147.1,1,1,17338165,17338165,+,17338165,17338165,367554,367554,+,1,First Pass,Primary Assembly
Line:195,1,1,NW_022145599,NW_003577147.1,1,1,17356508,17356508,+,17356508,17356508,382374,382374,+,1,First Pass,Primary Assembly
Line:196,1,1,NW_022145599,NW_003577147.1,1,1,17869271,17869271,+,17869271,17869271,947655,947655,+,1,First Pass,Primary Assembly
Line:197,1,1,NW_022145599,NW_003579943.1,1,1,18192141,18192141,+,18192141,18192141,46633,46633,-,1,First Pass,Primary Assembly
Line:198,1,1,NW_022145599,NW_003578920.1,1,1,18901606,18901606,+,18901606,18901606,31340,31340,-,1,First Pass,Primary Assembly
Line:199,1,1,NW_022145599,NW_003578920.1,1,1,18909513,18909513,+,18909513,18909513,23433,23433,-,1,First Pass,Primary Assembly
Line:200,1,1,NW_022145599,NW_003577443.1,1,1,22219947,22219947,+,22219947,22219947,226008,226008,+,1,First Pass,Primary Assembly
Line:201,1,1,NW_022145599,NW_003577406.1,1,1,23334296,23334296,+,23334296,23334296,551732,551732,-,1,First Pass,Primary Assembly
Line:202,1,1,NW_022145599,NW_003576995.1,1,1,23609206,23609206,+,23609206,23609206,611648,611648,+,1,First Pass,Primary Assembly
Line:203,1,1,NW_022145599,NW_003576995.1,1,1,23610178,23610178,+,23610178,23610178,612620,612620,+,1,First Pass,Primary Assembly
Line:204,1,1,NW_022145599,NW_003576995.1,1,1,23677644,23677644,+,23677644,23677644,669881,669881,+,1,First Pass,Primary Assembly
Line:205,1,1,NW_022145599,NW_003576995.1,1,1,23726337,23726337,+,23726337,23726337,719142,719142,+,1,First Pass,Primary Assembly
Line:206,1,1,NW_022145599,NW_003577275.1,1,1,27231210,27231210,+,27231210,27231210,117662,117662,-,1,First Pass,Primary Assembly
Line:207,1,1,NW_022145599,NW_003578438.1,1,1,30015210,30015210,+,30015210,30015210,89582,89582,+,1,First Pass,Primary Assembly
Line:207,1,2,NW_022145599,NW_003577875.1,1,1,30015210,30015210,+,30015210,30015210,271515,271515,-,1,Second Pass,Primary Assembly
Line:208,1,1,NW_022145599,NW_003578438.1,1,1,30027906,30027906,+,30027906,30027906,94423,94423,+,1,First Pass,Primary Assembly
Line:209,1,1,NW_022145599,NW_003578438.1,1,1,30051119,30051119,+,30051119,30051119,104532,104532,+,1,First Pass,Primary Assembly
Line:210,1,1,NW_022145599,NW_003582276.1,1,1,30113170,30113170,+,30113170,30113170,24091,24091,-,1,First Pass,Primary Assembly
Line:211,1,1,NW_022145599,NW_003582276.1,1,1,30120313,30120313,+,30120313,30120313,15730,15730,-,1,First Pass,Primary Assembly
Line:212,1,1,NW_022145599,NW_003578792.1,1,1,30237520,30237520,+,30237520,30237520,5458,5458,+,1,First Pass,Primary Assembly
Line:213,1,1,NW_022145599,NW_003580124.1,1,1,30247008,30247008,+,30247008,30247008,21683,21683,+,1,Second Pass,Primary Assembly
Line:213,1,2,NW_022145599,NW_003578966.1,1,1,30247008,30247008,+,30247008,30247008,18510,18510,+,1,First Pass,Primary Assembly
Line:214,1,1,NW_022145599,NW_003578966.1,1,1,30263840,30263840,+,30263840,30263840,33837,33837,+,1,First Pass,Primary Assembly
Line:214,1,2,NW_022145599,NW_003577289.1,1,1,30263840,30263840,+,30263840,30263840,306873,306873,+,1,Second Pass,Primary Assembly
Line:215,1,1,NW_022145599,NW_003578461.1,1,1,36547745,36547745,+,36547745,36547745,96745,96745,-,1,First Pass,Primary Assembly
Line:216,1,1,NW_022145600,NW_003578608.1,1,1,896250,896250,+,896250,896250,315543,315543,+,1,First Pass,Primary Assembly
Line:217,1,1,NW_022145600,NW_003577180.1,1,1,1036372,1036372,+,1036372,1036372,745030,745030,-,1,First Pass,Primary Assembly
Line:218,1,1,NW_022145600,NW_003577180.1,1,1,1050976,1050976,+,1050976,1050976,731001,731001,-,1,First Pass,Primary Assembly
Line:219,1,1,NW_022145600,NW_003578541.1,1,1,2317181,2317181,+,2317181,2317181,110480,110480,-,1,First Pass,Primary Assembly
Line:220,1,1,NW_022145600,NW_003578541.1,1,1,2348662,2348662,+,2348662,2348662,72697,72697,-,1,First Pass,Primary Assembly
Line:221,1,1,NW_022145600,NW_003578040.1,1,1,6160620,6160620,+,6160620,6160620,194133,194133,+,1,First Pass,Primary Assembly
Line:222,1,1,NW_022145600,NW_003577146.1,1,1,7080361,7080361,+,7080361,7080361,297589,297589,+,1,First Pass,Primary Assembly
Line:223,1,1,NW_022145600,NW_003577303.1,1,1,7395834,7395834,+,7395834,7395834,246424,246424,-,1,First Pass,Primary Assembly
Line:224,1,1,NW_022145600,NW_003578775.1,1,1,7927013,7927013,+,7927013,7927013,45972,45972,+,1,First Pass,Primary Assembly
Line:225,1,1,NW_022145600,NW_003577293.1,1,1,8089854,8089854,+,8089854,8089854,137767,137767,-,1,First Pass,Primary Assembly
Line:226,1,1,NW_022145600,NW_003577067.1,1,1,11451167,11451167,+,11451167,11451167,743728,743728,+,1,First Pass,Primary Assembly
Line:227,1,1,NW_022145600,NW_003577067.1,1,1,11488199,11488199,+,11488199,11488199,780742,780742,+,1,First Pass,Primary Assembly
Line:228,1,1,NW_022145600,NW_003577365.1,1,1,18555206,18555206,+,18555206,18555206,475096,475096,+,1,First Pass,Primary Assembly
Line:229,1,1,NW_022145600,NW_003577716.1,1,1,18642769,18642769,+,18642769,18642769,109033,109033,+,1,First Pass,Primary Assembly
Line:230,1,1,NW_022145600,NW_003581316.1,1,1,19167458,19167458,+,19167458,19167458,806,806,-,1,First Pass,Primary Assembly
Line:230,1,2,NW_022145600,NW_003577242.1,1,1,19167458,19167458,+,19167458,19167458,414005,414005,+,1,Second Pass,Primary Assembly
Line:231,1,1,NW_022145600,NW_003577538.1,1,1,20332523,20332523,+,20332523,20332523,270868,270868,+,1,First Pass,Primary Assembly
Line:232,1,1,NW_022145600,NW_003577538.1,1,1,20332571,20332571,+,20332571,20332571,270916,270916,+,1,First Pass,Primary Assembly
Line:233,1,1,NW_022145600,NW_003578029.1,1,1,20501119,20501119,+,20501119,20501119,43505,43505,+,1,First Pass,Primary Assembly
Line:234,1,1,NW_022145600,NW_003577481.1,1,1,24545756,24545756,+,24545756,24545756,528679,528679,-,1,First Pass,Primary Assembly
Line:235,1,1,NW_022145600,NW_003577481.1,1,1,24691061,24691061,+,24691061,24691061,382755,382755,-,1,First Pass,Primary Assembly
Line:236,1,1,NW_022145600,NW_003577809.1,1,1,24775453,24775453,+,24775453,24775453,320793,320793,+,1,First Pass,Primary Assembly
Line:237,1,1,NW_022145600,NW_003577306.1,1,1,25144965,25144965,+,25144965,25144965,95006,95006,+,1,First Pass,Primary Assembly
Line:238,1,1,NW_022145600,NW_003577306.1,1,1,25193181,25193181,+,25193181,25193181,140349,140349,+,1,First Pass,Primary Assembly
Line:239,1,1,NW_022145600,NW_003577272.1,1,1,25350058,25350058,+,25350058,25350058,424971,424971,+,1,First Pass,Primary Assembly
Line:240,1,1,NW_022145600,NW_003578357.1,1,1,33226502,33226502,+,33226502,33226502,472325,472325,-,1,First Pass,Primary Assembly
Line:241,1,1,NW_022145600,NW_003578357.1,1,1,33748235,33748235,+,33748235,33748235,126741,126741,-,1,First Pass,Primary Assembly
Line:242,1,1,NW_022145600,NW_003578442.1,1,1,35080962,35080962,+,35080962,35080962,187035,187035,+,1,First Pass,Primary Assembly
Line:243,1,1,NW_022145600,NW_003577076.1,1,1,36054576,36054576,+,36054576,36054576,300400,300400,+,1,First Pass,Primary Assembly
Line:244,1,1,NW_022145600,NW_003577076.1,1,1,36342869,36342869,+,36342869,36342869,533309,533309,+,1,First Pass,Primary Assembly
Line:245,1,1,NW_022145600,NW_003577076.1,1,1,36343277,36343277,+,36343277,36343277,533717,533717,+,1,First Pass,Primary Assembly
Line:246,1,1,NW_022145601,NW_003577987.1,1,1,2899492,2899492,+,2899492,2899492,54272,54272,-,1,First Pass,Primary Assembly
Line:247,1,1,NW_022145601,NW_003577157.1,1,1,3140427,3140427,+,3140427,3140427,495881,495881,-,1,First Pass,Primary Assembly
Line:248,1,1,NW_022145601,NW_003582113.1,1,1,4423354,4423354,+,4423354,4423354,27352,27352,-,1,First Pass,Primary Assembly
Line:249,1,1,NW_022145601,NW_003579315.1,1,1,5628530,5628530,+,5628530,5628530,110075,110075,-,1,First Pass,Primary Assembly
Line:250,1,1,NW_022145601,NW_003579639.1,1,1,6230509,6230509,+,6230509,6230509,162193,162193,+,1,Second Pass,Primary Assembly
Line:250,1,2,NW_022145601,NW_003577904.1,1,1,6230509,6230509,+,6230509,6230509,7575,7575,+,1,First Pass,Primary Assembly
Line:251,1,1,NW_022145601,NW_003605015.1,1,1,6758238,6758238,+,6758238,6758238,2058,2058,+,1,First Pass,Primary Assembly
Line:252,1,1,NW_022145601,NW_003577053.1,1,1,7740157,7740157,+,7740157,7740157,480515,480515,+,1,First Pass,Primary Assembly
Line:253,1,1,NW_022145601,NW_003577488.1,1,1,10017413,10017413,+,10017413,10017413,249776,249776,+,1,First Pass,Primary Assembly
Line:254,1,1,NW_022145601,NW_003577187.1,1,1,16992617,16992617,+,16992617,16992617,383292,383292,+,1,First Pass,Primary Assembly
Line:255,1,1,NW_022145601,NW_003578545.1,1,1,20205078,20205078,+,20205078,20205078,106890,106890,+,1,First Pass,Primary Assembly
Line:256,1,1,NW_022145601,NW_003578545.1,1,1,20205080,20205080,+,20205080,20205080,106892,106892,+,1,First Pass,Primary Assembly
Line:257,1,1,NW_022145601,NW_003577046.1,1,1,20281044,20281044,+,20281044,20281044,537249,537249,-,1,First Pass,Primary Assembly
Line:258,1,1,NW_022145601,NW_003577046.1,1,1,20281070,20281070,+,20281070,20281070,537223,537223,-,1,First Pass,Primary Assembly
Line:259,1,1,NW_022145601,NW_003577085.1,1,1,22401592,22401592,+,22401592,22401592,294089,294089,-,1,First Pass,Primary Assembly
Line:260,1,1,NW_022145601,NW_003577085.1,1,1,22401748,22401748,+,22401748,22401748,293933,293933,-,1,First Pass,Primary Assembly
Line:261,1,1,NW_022145601,NW_003577530.1,1,1,28181339,28181339,+,28181339,28181339,162405,162405,-,1,First Pass,Primary Assembly
Line:262,1,1,NW_022145601,NW_003577530.1,1,1,28279406,28279406,+,28279406,28279406,56406,56406,-,1,First Pass,Primary Assembly
Line:263,1,1,NW_022145601,NW_003577613.1,1,1,28709622,28709622,+,28709622,28709622,332242,332242,+,1,First Pass,Primary Assembly
Line:264,1,1,NW_022145601,NW_003577025.1,1,1,29969494,29969494,+,29969494,29969494,331887,331887,+,1,First Pass,Primary Assembly
Line:265,1,1,NW_022145601,NW_003577025.1,1,1,30181224,30181224,+,30181224,30181224,526139,526139,+,1,First Pass,Primary Assembly
Line:266,1,1,NW_022145601,NW_003577025.1,1,1,30182318,30182318,+,30182318,30182318,527197,527197,+,1,First Pass,Primary Assembly
Line:267,1,1,NW_022145601,NW_003577643.1,1,1,31246387,31246387,+,31246387,31246387,348198,348198,-,1,First Pass,Primary Assembly
Line:268,1,1,NW_022145601,NW_003577643.1,1,1,31301753,31301753,+,31301753,31301753,292771,292771,-,1,First Pass,Primary Assembly
Line:269,1,1,NW_022145601,NW_003577643.1,1,1,31408836,31408836,+,31408836,31408836,187070,187070,-,1,First Pass,Primary Assembly
Line:270,1,1,NW_022145601,NW_003579128.1,1,1,31929264,31929264,+,31929264,31929264,61226,61226,+,1,First Pass,Primary Assembly
Line:271,1,1,NW_022145601,NW_003578879.1,1,1,31963519,31963519,+,31963519,31963519,22747,22747,-,1,First Pass,Primary Assembly
Line:272,1,1,NW_022145601,NW_003577727.1,1,1,32325415,32325415,+,32325415,32325415,183190,183190,+,1,First Pass,Primary Assembly
Line:273,1,1,NW_022145601,NW_003577178.1,1,1,32544902,32544902,+,32544902,32544902,637881,637881,-,1,First Pass,Primary Assembly
Line:274,1,1,NW_022145601,NW_003577178.1,1,1,32544921,32544921,+,32544921,32544921,637862,637862,-,1,First Pass,Primary Assembly
Line:275,1,1,NW_022145601,NW_003577178.1,1,1,32545186,32545186,+,32545186,32545186,637597,637597,-,1,First Pass,Primary Assembly
Line:276,1,1,NW_022145601,NW_003577677.1,1,1,32545933,32545933,+,32545933,32545933,11546,11546,-,1,Second Pass,Primary Assembly
Line:276,1,2,NW_022145601,NW_003577178.1,1,1,32545933,32545933,+,32545933,32545933,636850,636850,-,1,First Pass,Primary Assembly
Line:277,1,1,NW_022145601,NW_003581980.1,1,1,33805526,33805526,+,33805526,33805526,12159,12159,+,1,First Pass,Primary Assembly
Line:277,1,2,NW_022145601,NW_003577216.1,1,1,33805526,33805526,+,33805526,33805526,88233,88233,-,1,Second Pass,Primary Assembly
Line:278,1,1,NW_022145601,NW_003578038.1,1,1,34177535,34177535,+,34177535,34177535,177918,177918,+,1,First Pass,Primary Assembly
Line:279,1,1,NW_022145601,NW_003578038.1,1,1,34177977,34177977,+,34177977,34177977,178360,178360,+,1,First Pass,Primary Assembly
Line:280,1,1,NW_022145602,NW_003578200.1,1,1,5005725,5005725,+,5005725,5005725,27557,27557,-,1,First Pass,Primary Assembly
Line:281,1,1,NW_022145602,NW_003577720.1,1,1,5215280,5215280,+,5215280,5215280,272486,272486,+,1,First Pass,Primary Assembly
Line:281,1,2,NW_022145602,NW_003577232.1,1,1,5215280,5215280,+,5215280,5215280,373114,373114,-,1,Second Pass,Primary Assembly
Line:282,1,1,NW_022145602,NW_003577470.1,1,1,6021572,6021572,+,6021572,6021572,46670,46670,+,1,First Pass,Primary Assembly
Line:283,1,1,NW_022145602,NW_003577278.1,1,1,7494252,7494252,+,7494252,7494252,630212,630212,-,1,First Pass,Primary Assembly
Line:284,1,1,NW_022145602,NW_003577278.1,1,1,7546527,7546527,+,7546527,7546527,571808,571808,-,1,First Pass,Primary Assembly
Line:285,1,1,NW_022145602,NW_003577928.1,1,1,9134506,9134506,+,9134506,9134506,129020,129020,-,1,First Pass,Primary Assembly
Line:286,1,1,NW_022145602,NW_003577928.1,1,1,9172403,9172403,+,9172403,9172403,87066,87066,-,1,First Pass,Primary Assembly
Line:287,1,1,NW_022145602,NW_003577190.1,1,1,10273816,10273816,+,10273816,10273816,242848,242848,+,1,First Pass,Primary Assembly
Line:288,1,1,NW_022145602,NW_003577190.1,1,1,10488669,10488669,+,10488669,10488669,456019,456019,+,1,First Pass,Primary Assembly
Line:289,1,1,NW_022145602,NW_003580199.1,1,1,18352734,18352734,+,18352734,18352734,74481,74481,+,1,Second Pass,Primary Assembly
Line:289,1,2,NW_022145602,NW_003578288.1,1,1,18352734,18352734,+,18352734,18352734,298051,298051,-,1,First Pass,Primary Assembly
Line:290,1,1,NW_022145602,NW_003577183.1,1,1,18609983,18609983,+,18609983,18609983,544956,544956,+,1,First Pass,Primary Assembly
Line:291,1,1,NW_022145602,NW_003577183.1,1,1,18635166,18635166,+,18635166,18635166,570361,570361,+,1,First Pass,Primary Assembly
Line:292,1,1,NW_022145602,NW_003580020.1,1,1,26360393,26360393,+,26360393,26360393,33797,33797,-,1,First Pass,Primary Assembly
Line:293,1,1,NW_022145602,NW_003577065.1,1,1,26423480,26423480,+,26423480,26423480,34495,34495,+,1,First Pass,Primary Assembly
Line:294,1,1,NW_022145602,NW_003579060.1,1,1,26922163,26922163,+,26922163,26922163,123971,123971,-,1,First Pass,Primary Assembly
Line:295,1,1,NW_022145602,NW_003577472.1,1,1,29287354,29287354,+,29287354,29287354,736486,736486,-,1,First Pass,Primary Assembly
Line:296,1,1,NW_022145602,NW_003577472.1,1,1,29444278,29444278,+,29444278,29444278,834102,834102,+,1,First Pass,Primary Assembly
Line:297,1,1,NW_022145603,NW_003577072.1,1,1,2360019,2360019,+,2360019,2360019,299311,299311,-,1,First Pass,Primary Assembly
Line:298,1,1,NW_022145603,NW_003577994.1,1,1,2566996,2566996,+,2566996,2566996,136539,136539,+,1,First Pass,Primary Assembly
Line:299,1,1,NW_022145603,NW_003577232.1,1,1,2655174,2655174,+,2655174,2655174,239264,239264,+,1,First Pass,Primary Assembly
Line:300,1,1,NW_022145603,NW_003577645.1,1,1,2861501,2861501,+,2861501,2861501,144285,144285,-,1,Second Pass,Primary Assembly
Line:300,1,2,NW_022145603,NW_003577645.1,1,1,2861501,2861501,+,2861501,2861501,140914,140914,-,1,First Pass,Primary Assembly
Line:301,1,1,NW_022145603,NW_003577645.1,1,1,2861811,2861811,+,2861811,2861811,143975,143975,-,1,Second Pass,Primary Assembly
Line:301,1,2,NW_022145603,NW_003577645.1,1,1,2861811,2861811,+,2861811,2861811,140604,140604,-,1,First Pass,Primary Assembly
Line:302,1,1,NW_022145603,NW_003579853.1,1,1,9205925,9205925,+,9205925,9205925,40580,40580,-,1,First Pass,Primary Assembly
Line:303,1,1,NW_022145603,NW_003577035.1,1,1,12006363,12006363,+,12006363,12006363,530746,530746,-,1,First Pass,Primary Assembly
Line:304,1,1,NW_022145603,NW_003577346.1,1,1,12110120,12110120,+,12110120,12110120,281127,281127,-,1,First Pass,Primary Assembly
Line:305,1,1,NW_022145603,NW_003577346.1,1,1,12110141,12110141,+,12110141,12110141,281106,281106,-,1,First Pass,Primary Assembly
Line:306,1,1,NW_022145603,NW_003577346.1,1,1,12110522,12110522,+,12110522,12110522,280725,280725,-,1,First Pass,Primary Assembly
Line:307,1,1,NW_022145603,NW_003577346.1,1,1,12111326,12111326,+,12111326,12111326,279921,279921,-,1,First Pass,Primary Assembly
Line:308,1,1,NW_022145603,NW_003577346.1,1,1,12111677,12111677,+,12111677,12111677,279570,279570,-,1,First Pass,Primary Assembly
Line:309,1,NULL,NW_022145603,NULL,1,NULL,12230618,12230618,+,NOMAP,ALIGNGAP,,,,,,
Line:310,1,NULL,NW_022145603,NULL,1,NULL,12230652,12230652,+,NOMAP,ALIGNGAP,,,,,,
Line:311,1,1,NW_022145603,NW_003577701.1,1,1,12537688,12537688,+,12537688,12537688,286335,286335,-,1,First Pass,Primary Assembly
Line:312,1,1,NW_022145603,NW_003577542.1,1,1,12848387,12848387,+,12848387,12848387,49746,49746,-,1,First Pass,Primary Assembly
Line:313,1,1,NW_022145603,NW_003577128.1,1,1,15797530,15797530,+,15797530,15797530,563024,563024,+,1,First Pass,Primary Assembly
Line:314,1,1,NW_022145603,NW_003578866.1,1,1,17631768,17631768,+,17631768,17631768,20986,20986,+,1,First Pass,Primary Assembly
Line:315,1,1,NW_022145603,NW_003577268.1,1,1,19596699,19596699,+,19596699,19596699,527630,527630,+,1,First Pass,Primary Assembly
Line:315,1,2,NW_022145603,NW_003577155.1,1,1,19596699,19596699,+,19596699,19596699,216080,216080,+,1,Second Pass,Primary Assembly
Line:316,1,1,NW_022145603,NW_003579197.1,1,1,23599028,23599028,+,23599028,23599028,47640,47640,-,1,First Pass,Primary Assembly
Line:317,1,1,NW_022145603,NW_003577084.1,1,1,26269151,26269151,+,26269151,26269151,437100,437100,+,1,First Pass,Primary Assembly
Line:318,1,NULL,NW_022145603,NULL,1,NULL,26829050,26829050,+,NOMAP,ALIGNGAP,,,,,,
Line:319,1,1,NW_022145603,NW_003578439.1,1,1,27501606,27501606,+,27501606,27501606,167812,167812,-,1,First Pass,Primary Assembly
Line:320,1,1,NW_022145603,NW_003578439.1,1,1,27514121,27514121,+,27514121,27514121,156635,156635,-,1,First Pass,Primary Assembly
Line:321,1,1,NW_022145603,NW_003578439.1,1,1,27518017,27518017,+,27518017,27518017,152823,152823,-,1,First Pass,Primary Assembly
Line:322,1,1,NW_022145603,NW_003577007.1,1,1,28712388,28712388,+,28712388,28712388,450970,450970,+,1,First Pass,Primary Assembly
Line:323,1,1,NW_022145603,NW_003577070.1,1,1,30057315,30057315,+,30057315,30057315,82602,82602,+,1,First Pass,Primary Assembly
Line:324,1,1,NW_022145603,NW_003577070.1,1,1,30057324,30057324,+,30057324,30057324,82611,82611,+,1,First Pass,Primary Assembly
Line:325,1,1,NW_022145603,NW_003577070.1,1,1,30057762,30057762,+,30057762,30057762,83047,83047,+,1,First Pass,Primary Assembly
Line:326,1,1,NW_022145603,NW_003577070.1,1,1,30157167,30157167,+,30157167,30157167,195327,195327,+,1,First Pass,Primary Assembly
Line:327,1,1,NW_022145604,NW_003578250.1,1,1,4869150,4869150,+,4869150,4869150,160440,160440,+,1,First Pass,Primary Assembly
Line:328,1,1,NW_022145604,NW_003578250.1,1,1,5097489,5097489,+,5097489,5097489,429992,429992,+,1,First Pass,Primary Assembly
Line:329,1,1,NW_022145604,NW_003577647.1,1,1,8385969,8385969,+,8385969,8385969,318412,318412,+,1,First Pass,Primary Assembly
Line:330,1,1,NW_022145604,NW_003578671.1,1,1,9596537,9596537,+,9596537,9596537,18126,18126,-,1,First Pass,Primary Assembly
Line:331,1,1,NW_022145604,NW_003577387.1,1,1,12716966,12716966,+,12716966,12716966,414833,414833,+,1,First Pass,Primary Assembly
Line:332,1,1,NW_022145604,NW_003578398.1,1,1,13221523,13221523,+,13221523,13221523,8934,8934,-,1,First Pass,Primary Assembly
Line:333,1,1,NW_022145604,NW_003577519.1,1,1,13583747,13583747,+,13583747,13583747,68919,68919,-,1,First Pass,Primary Assembly
Line:334,1,1,NW_022145604,NW_003577144.1,1,1,18845568,18845568,+,18845568,18845568,101577,101577,-,1,First Pass,Primary Assembly
Line:335,1,1,NW_022145604,NW_003577144.1,1,1,18877864,18877864,+,18877864,18877864,12107,12107,+,1,First Pass,Primary Assembly
Line:336,1,1,NW_022145604,NW_003577461.1,1,1,19149956,19149956,+,19149956,19149956,139150,139150,+,1,First Pass,Primary Assembly
Line:337,1,1,NW_022145604,NW_003579281.1,1,1,19399500,19399500,+,19399500,19399500,97042,97042,-,1,First Pass,Primary Assembly
Line:338,1,1,NW_022145604,NW_003577169.1,1,1,20661418,20661418,+,20661418,20661418,295615,295615,+,1,First Pass,Primary Assembly
Line:339,1,1,NW_022145604,NW_003577169.1,1,1,20661420,20661420,+,20661420,20661420,295617,295617,+,1,First Pass,Primary Assembly
Line:340,1,1,NW_022145604,NW_003577119.1,1,1,21723363,21723363,+,21723363,21723363,746119,746119,+,1,First Pass,Primary Assembly
Line:341,1,1,NW_022145604,NW_003578275.1,1,1,22724939,22724939,+,22724939,22724939,8364,8364,-,1,First Pass,Primary Assembly
Line:342,1,1,NW_022145604,NW_003579793.1,1,1,22727308,22727308,+,22727308,22727308,91803,91803,+,1,Second Pass,Primary Assembly
Line:342,1,2,NW_022145604,NW_003577581.1,1,1,22727308,22727308,+,22727308,22727308,172987,172987,+,1,First Pass,Primary Assembly
Line:343,1,1,NW_022145604,NW_003577475.1,1,1,24969359,24969359,+,24969359,24969359,45466,45466,-,1,First Pass,Primary Assembly
Line:344,1,1,NW_022145604,NW_003577475.1,1,1,24985578,24985578,+,24985578,24985578,29372,29372,-,1,First Pass,Primary Assembly
Line:345,1,1,NW_022145604,NW_003577475.1,1,1,24987585,24987585,+,24987585,24987585,27366,27366,-,1,First Pass,Primary Assembly
Line:346,1,1,NW_022145604,NW_003577751.1,1,1,26616729,26616729,+,26616729,26616729,117908,117908,-,1,First Pass,Primary Assembly
Line:347,1,1,NW_022145604,NW_003577148.1,1,1,27056307,27056307,+,27056307,27056307,507085,507085,-,1,First Pass,Primary Assembly
Line:348,1,1,NW_022145604,NW_003577148.1,1,1,27129361,27129361,+,27129361,27129361,416944,416944,-,1,First Pass,Primary Assembly
Line:349,1,1,NW_022145604,NW_003577148.1,1,1,27142817,27142817,+,27142817,27142817,406290,406290,-,1,First Pass,Primary Assembly
Line:350,1,1,NW_022145604,NW_003577148.1,1,1,27289920,27289920,+,27289920,27289920,253855,253855,-,1,First Pass,Primary Assembly
Line:351,1,1,NW_022145604,NW_003579060.1,1,1,29703281,29703281,+,29703281,29703281,99560,99560,-,1,First Pass,Primary Assembly
Line:352,1,1,NW_022145604,NW_003577788.1,1,1,29705961,29705961,+,29705961,29705961,71851,71851,+,1,First Pass,Primary Assembly
Line:353,1,1,NW_022145604,NW_003578875.1,1,1,32997052,32997052,+,32997052,32997052,65463,65463,-,1,First Pass,Primary Assembly
Line:354,1,1,NW_022145604,NW_003578875.1,1,1,32999929,32999929,+,32999929,32999929,62567,62567,-,1,First Pass,Primary Assembly
Line:355,1,1,NW_022145605,NW_003577612.1,1,1,709829,709829,+,709829,709829,28897,28897,-,1,First Pass,Primary Assembly
Line:356,1,1,NW_022145605,NW_003577159.1,1,1,816291,816291,+,816291,816291,889400,889400,-,1,First Pass,Primary Assembly
Line:357,1,1,NW_022145605,NW_003577818.1,1,1,1086866,1086866,+,1086866,1086866,209375,209375,+,1,First Pass,Primary Assembly
Line:358,1,1,NW_022145605,NW_003577091.1,1,1,3454774,3454774,+,3454774,3454774,218743,218743,-,1,First Pass,Primary Assembly
Line:359,1,1,NW_022145605,NW_003577091.1,1,1,3610957,3610957,+,3610957,3610957,41739,41739,-,1,First Pass,Primary Assembly
Line:360,1,1,NW_022145605,NW_003577099.1,1,1,3684734,3684734,+,3684734,3684734,26796,26796,+,1,First Pass,Primary Assembly
Line:361,1,1,NW_022145605,NW_003577099.1,1,1,3684766,3684766,+,3684766,3684766,26828,26828,+,1,First Pass,Primary Assembly
Line:362,1,1,NW_022145605,NW_003578143.1,1,1,3877289,3877289,+,3877289,3877289,321529,321529,-,1,First Pass,Primary Assembly
Line:363,1,1,NW_022145605,NW_003578143.1,1,1,3962654,3962654,+,3962654,3962654,234185,234185,-,1,First Pass,Primary Assembly
Line:364,1,1,NW_022145605,NW_003577313.1,1,1,6316792,6316792,+,6316792,6316792,710708,710708,+,1,First Pass,Primary Assembly
Line:365,1,1,NW_022145605,NW_003577313.1,1,1,6329069,6329069,+,6329069,6329069,724112,724112,+,1,First Pass,Primary Assembly
Line:366,1,1,NW_022145605,NW_003577106.1,1,1,11381133,11381133,+,11381133,11381133,211503,211503,-,1,First Pass,Primary Assembly
Line:367,1,1,NW_022145605,NW_003577106.1,1,1,11384572,11384572,+,11384572,11384572,208061,208061,-,1,First Pass,Primary Assembly
Line:368,1,1,NW_022145605,NW_003585286.1,1,1,16046599,16046599,+,16046599,16046599,8773,8773,+,1,First Pass,Primary Assembly
Line:368,1,2,NW_022145605,NW_003581510.1,1,1,16046599,16046599,+,16046599,16046599,60159,60159,+,1,Second Pass,Primary Assembly
Line:369,1,1,NW_022145605,NW_003577386.1,1,1,21119290,21119290,+,21119290,21119290,332956,332956,+,1,First Pass,Primary Assembly
Line:370,1,1,NW_022145605,NW_003579397.1,1,1,24176174,24176174,+,24176174,24176174,77990,77990,+,1,First Pass,Primary Assembly
Line:371,1,1,NW_022145605,NW_003577325.1,1,1,26537313,26537313,+,26537313,26537313,241290,241290,+,1,First Pass,Primary Assembly
Line:372,1,1,NW_022145605,NW_003577237.1,1,1,31193134,31193134,+,31193134,31193134,254020,254020,+,1,Second Pass,Primary Assembly
